,index,benchmark,label,runtime,runtime_label,error,error_label,runtime_pred,error_pred,runtime_score,error_score
297,297,lulesh,INVALID,15.492843,1,0.042501696376121,0,-1.0,-1.0,-1.0,-1.0
298,298,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
299,299,lulesh,INVALID,16.364559,1,0.00024542343362555,0,-1.0,-1.0,-1.0,-1.0
300,300,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
301,301,lulesh,INVALID,16.338919,1,0.0074648480388078,0,-1.0,-1.0,-1.0,-1.0
302,302,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
303,303,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
304,304,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
305,305,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
306,306,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
307,307,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
308,308,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
309,309,lulesh,INVALID,23.269161,0,0.0074900220106429,0,-1.0,-1.0,-1.0,-1.0
310,310,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
311,311,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
312,312,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
313,313,lulesh,INVALID,1.071337,1,0.0,0,-1.0,-1.0,-1.0,-1.0
314,314,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
315,315,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
316,316,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
317,317,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
318,318,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
319,319,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
320,320,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
321,321,lulesh,INVALID,17.881064,1,0.00046211842254706,0,-1.0,-1.0,-1.0,-1.0
322,322,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
323,323,lulesh,INVALID,18.925364,1,0.00015202836220851,0,-1.0,-1.0,-1.0,-1.0
324,324,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
325,325,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
326,326,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
327,327,lulesh,VALID,21.4293528,0,7.5264958468324e-05,1,-1.0,-1.0,-1.0,-1.0
328,328,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
329,329,lulesh,INVALID,17.946597,1,0.0011916658058908,0,-1.0,-1.0,-1.0,-1.0
330,330,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
331,331,lulesh,INVALID,19.62458,0,0.0096404734867974,0,-1.0,-1.0,-1.0,-1.0
332,332,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
333,333,lulesh,INVALID,25.694105,0,0.19058637713351,0,-1.0,-1.0,-1.0,-1.0
334,334,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
335,335,lulesh,INVALID,18.081003,1,0.0012763440536219,0,-1.0,-1.0,-1.0,-1.0
336,336,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
337,337,lulesh,INVALID,18.658839,1,0.0074375907602189,0,-1.0,-1.0,-1.0,-1.0
338,338,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
339,339,lulesh,INVALID,17.940305,1,0.00043237815407338,0,-1.0,-1.0,-1.0,-1.0
340,340,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
341,341,lulesh,INVALID,19.024673,1,0.00015329672896769,0,-1.0,-1.0,-1.0,-1.0
342,342,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
343,343,lulesh,INVALID,19.002984,1,0.00032892980743782,0,-1.0,-1.0,-1.0,-1.0
344,344,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
345,345,lulesh,INVALID,1.418866,1,0.0,0,-1.0,-1.0,-1.0,-1.0
346,346,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
347,347,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
348,348,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
349,349,lulesh,VALID,18.825854,1,8.6008429207141e-05,1,-1.0,-1.0,-1.0,-1.0
350,350,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
351,351,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
352,352,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
353,353,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
354,354,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
355,355,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
356,356,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
357,357,lulesh,INVALID,18.654586,1,0.00035756333545578,0,-1.0,-1.0,-1.0,-1.0
358,358,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
359,359,lulesh,INVALID,18.107964,1,0.00012287792560528,0,-1.0,-1.0,-1.0,-1.0
360,360,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
361,361,lulesh,VALID,18.6713384,1,8.775663900451e-05,1,-1.0,-1.0,-1.0,-1.0
362,362,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
363,363,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
364,364,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
365,365,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
366,366,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
367,367,lulesh,INVALID,1.157541,1,0.0,0,-1.0,-1.0,-1.0,-1.0
368,368,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
369,369,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
370,370,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
371,371,lulesh,INVALID,18.840898,1,0.043271073878486,0,-1.0,-1.0,-1.0,-1.0
372,372,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
373,373,lulesh,VALID,18.2936906,1,9.6936792033375e-05,1,-1.0,-1.0,-1.0,-1.0
374,374,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
375,375,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
376,376,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
377,377,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
378,378,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
379,379,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
380,380,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
381,381,lulesh,INVALID,19.876316,0,0.043714098884493,0,-1.0,-1.0,-1.0,-1.0
382,382,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
383,383,lulesh,INVALID,25.137335,0,0.00028669313905993,0,-1.0,-1.0,-1.0,-1.0
384,384,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
385,385,lulesh,INVALID,21.885596,0,0.00015202836220851,0,-1.0,-1.0,-1.0,-1.0
386,386,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
387,387,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
388,388,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
389,389,lulesh,VALID,20.2050948,0,5.5446598707931e-05,1,-1.0,-1.0,-1.0,-1.0
390,390,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
391,391,lulesh,VALID,22.946206600000004,0,7.4382645834703e-05,1,-1.0,-1.0,-1.0,-1.0
392,392,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
393,393,lulesh,VALID,20.203920400000005,0,7.1623300755164e-05,1,-1.0,-1.0,-1.0,-1.0
394,394,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
395,395,lulesh,INVALID,17.834205,1,0.043792982605851,0,-1.0,-1.0,-1.0,-1.0
396,396,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
397,397,lulesh,INVALID,18.286018,1,0.002093073202559,0,-1.0,-1.0,-1.0,-1.0
398,398,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
399,399,lulesh,INVALID,32.643736,0,0.0072592205224282,0,-1.0,-1.0,-1.0,-1.0
400,400,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
401,401,lulesh,INVALID,19.239464,1,0.069828704390602,0,-1.0,-1.0,-1.0,-1.0
402,402,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
403,403,lulesh,INVALID,18.98011,1,0.18803241335627,0,-1.0,-1.0,-1.0,-1.0
404,404,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
405,405,lulesh,INVALID,31.144071,0,0.022664365440846,0,-1.0,-1.0,-1.0,-1.0
406,406,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
407,407,lulesh,INVALID,26.446764,0,0.00038864769521751,0,-1.0,-1.0,-1.0,-1.0
408,408,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
409,409,lulesh,INVALID,24.726704,0,0.00017179806127388,0,-1.0,-1.0,-1.0,-1.0
410,410,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
411,411,lulesh,INVALID,19.585809,0,0.0004663793479267,0,-1.0,-1.0,-1.0,-1.0
412,412,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
413,413,lulesh,INVALID,17.640996,1,0.00025076395104406,0,-1.0,-1.0,-1.0,-1.0
414,414,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
415,415,lulesh,INVALID,27.555029,0,0.00018964307309943,0,-1.0,-1.0,-1.0,-1.0
416,416,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
417,417,lulesh,INVALID,20.544075,0,0.00038932736060815,0,-1.0,-1.0,-1.0,-1.0
418,418,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
419,419,lulesh,INVALID,25.594148,0,0.00018254440510646,0,-1.0,-1.0,-1.0,-1.0
420,420,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
421,421,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
422,422,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
423,423,lulesh,INVALID,23.756584,0,0.00039131609810283,0,-1.0,-1.0,-1.0,-1.0
424,424,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
425,425,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
426,426,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
427,427,lulesh,VALID,18.7444644,1,8.1822045103763e-05,1,-1.0,-1.0,-1.0,-1.0
428,428,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
429,429,lulesh,VALID,21.4442226,0,8.1403485637566e-05,1,-1.0,-1.0,-1.0,-1.0
430,430,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
431,431,lulesh,VALID,19.6648092,0,9.7911070042755e-05,1,-1.0,-1.0,-1.0,-1.0
432,432,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
433,433,lulesh,VALID,21.9567508,0,7.3465294008201e-05,1,-1.0,-1.0,-1.0,-1.0
434,434,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
435,435,lulesh,VALID,18.4457784,1,6.4131496401387e-05,1,-1.0,-1.0,-1.0,-1.0
436,436,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
437,437,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
438,438,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
439,439,lulesh,VALID,18.046914800000003,1,7.0276601036312e-05,1,-1.0,-1.0,-1.0,-1.0
440,440,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
441,441,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
442,442,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
443,443,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
444,444,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
445,445,lulesh,INVALID,17.803316,1,0.00029047720818198,0,-1.0,-1.0,-1.0,-1.0
446,446,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
447,447,lulesh,VALID,15.5372238,1,7.6024618465453e-05,1,-1.0,-1.0,-1.0,-1.0
448,448,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
449,449,lulesh,VALID,15.5651804,1,5.7718866173673e-05,1,-1.0,-1.0,-1.0,-1.0
450,450,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
451,451,lulesh,VALID,15.5792858,1,7.7434990089387e-05,1,-1.0,-1.0,-1.0,-1.0
452,452,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
453,453,lulesh,VALID,15.3821086,1,6.3470305121882e-05,1,-1.0,-1.0,-1.0,-1.0
454,454,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
455,455,lulesh,INVALID,16.255742,1,0.00026101661569555,0,-1.0,-1.0,-1.0,-1.0
456,456,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
457,457,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
458,458,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
459,459,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
460,460,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
461,461,lulesh,VALID,15.703455200000002,1,8.6724910943303e-05,1,-1.0,-1.0,-1.0,-1.0
462,462,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
463,463,lulesh,INVALID,0.892958,1,0.0,0,-1.0,-1.0,-1.0,-1.0
464,464,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
465,465,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
466,466,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
467,467,lulesh,VALID,15.6620814,1,5.7819006542559e-05,1,-1.0,-1.0,-1.0,-1.0
468,468,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
469,469,lulesh,VALID,15.501038400000002,1,7.0804961069371e-05,1,-1.0,-1.0,-1.0,-1.0
470,470,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
471,471,lulesh,INVALID,15.712237,1,0.043271073878486,0,-1.0,-1.0,-1.0,-1.0
472,472,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
473,473,lulesh,VALID,15.4756888,1,6.7269967985339e-05,1,-1.0,-1.0,-1.0,-1.0
474,474,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
475,475,lulesh,INVALID,15.860268,1,0.0001728441020532,0,-1.0,-1.0,-1.0,-1.0
476,476,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
477,477,lulesh,INVALID,15.756612,1,0.043800616879366,0,-1.0,-1.0,-1.0,-1.0
478,478,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
479,479,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
480,480,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
481,481,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
482,482,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
483,483,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
484,484,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
485,485,lulesh,INVALID,15.892802,1,0.00045409490576276,0,-1.0,-1.0,-1.0,-1.0
486,486,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
487,487,lulesh,INVALID,15.622828,1,0.00060468169249361,0,-1.0,-1.0,-1.0,-1.0
488,488,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
489,489,lulesh,INVALID,15.721884,1,0.00015873669690336,0,-1.0,-1.0,-1.0,-1.0
490,490,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
491,491,lulesh,INVALID,16.021393,1,0.043786020903667,0,-1.0,-1.0,-1.0,-1.0
492,492,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
493,493,lulesh,INVALID,15.798185,1,0.00044743999933416,0,-1.0,-1.0,-1.0,-1.0
494,494,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
495,495,lulesh,INVALID,15.772113,1,0.00015202836220851,0,-1.0,-1.0,-1.0,-1.0
496,496,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
497,497,lulesh,INVALID,15.563234,1,212.40280274326,0,-1.0,-1.0,-1.0,-1.0
498,498,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
499,499,lulesh,INVALID,16.358129,1,248.6758637296,0,-1.0,-1.0,-1.0,-1.0
500,500,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
501,501,lulesh,VALID,15.0480526,1, 2.3646862246096E-11,1,1.0,1.0,0.8468950986862183,0.6284143924713135
502,502,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
503,503,lulesh,VALID,14.953746999999998,1, 6.1845639720559E-11,1,1.0,1.0,0.7924618124961853,0.6542055606842041
504,504,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
505,505,lulesh,VALID,15.236514599999998,1, 6.1541686591227E-06,1,1.0,1.0,0.8243830800056458,0.6486092209815979
506,506,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
507,507,lulesh,VALID,14.968577999999999,1, 9.4745100795990E-06,1,1.0,1.0,0.8475390672683716,0.6476397514343262
508,508,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
509,509,lulesh,VALID,14.9788034,1, 6.5483618527651E-11,1,1.0,1.0,0.846354603767395,0.6376224160194397
510,510,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
511,511,lulesh,VALID,15.1527262,1, 4.3655745685101E-11,1,1.0,1.0,0.8442894220352173,0.588973879814148
512,512,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
513,513,lulesh,INVALID,14.872761,1, 4.3673308108964E-02,0,1.0,1.0,0.845762312412262,0.6030704379081726
514,514,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
515,515,lulesh,INVALID,14.872627,1, 1.3775148727291E-03,0,1.0,1.0,0.8454458117485046,0.5986626744270325
516,516,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
517,517,lulesh,INVALID,14.799593,1, 1.9774076811700E-02,0,1.0,1.0,0.8405057787895203,0.5736631155014038
518,518,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
519,519,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.8345329165458679,0.5397866368293762
520,520,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
521,521,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.8349245190620422,0.5462697744369507
522,522,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
523,523,lulesh,INVALID,14.836874,1, 2.7166607233085E-03,0,1.0,1.0,0.837887704372406,0.5586649775505066
524,524,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
525,525,lulesh,INVALID,15.1693,1, 1.9871200234320E-02,0,1.0,1.0,0.8315965533256531,0.553087592124939
526,526,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
527,527,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.832577645778656,0.5417938828468323
528,528,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
529,529,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.8312172293663025,0.5363685488700867
530,530,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
531,531,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.8313679099082947,0.5364111661911011
532,532,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
533,533,lulesh,INVALID,15.24831,1, 1.4310338701762E-03,0,1.0,1.0,0.8353540897369385,0.5656083822250366
534,534,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
535,535,lulesh,INVALID,15.179245,1, 3.4573773378384E-03,0,1.0,1.0,0.8339630365371704,0.5648137927055359
536,536,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
537,537,lulesh,VALID,15.225572599999998,1, 4.2757113988046E-05,1,1.0,1.0,0.8310034871101379,0.5569166541099548
538,538,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
539,539,lulesh,VALID,15.054996,1, 3.4752001738525E-05,1,1.0,1.0,0.8325179219245911,0.5653527975082397
540,540,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
541,541,lulesh,INVALID,14.778711,1, 4.5211839210424E-04,0,1.0,1.0,0.8283016085624695,0.5620899796485901
542,542,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
543,543,lulesh,INVALID,15.476975,1, 1.5158974201768E-04,0,1.0,1.0,0.836874783039093,0.6028035879135132
544,544,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
545,545,lulesh,INVALID,15.023003,1, 1.2963170956937E-04,0,1.0,1.0,0.8286876082420349,0.5880290865898132
546,546,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
547,547,lulesh,INVALID,15.147773,1, 1.9936438548029E-04,0,1.0,1.0,0.8367534279823303,0.5756440162658691
548,548,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
549,549,lulesh,INVALID,15.204922,1, 1.6231934569078E-04,0,1.0,1.0,0.8289373517036438,0.5720133781433105
550,550,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
551,551,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.8010150790214539,0.5380384922027588
552,552,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
553,553,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.8114368915557861,0.5421595573425293
554,554,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
555,555,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7958726286888123,0.5171456933021545
556,556,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
557,557,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.8005121350288391,0.5108126997947693
558,558,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
559,559,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.8119440674781799,0.5125648975372314
560,560,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
561,561,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7986918687820435,0.495592325925827
562,562,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
563,563,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.8068433403968811,0.4885382354259491
564,564,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
565,565,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.8063214421272278,0.4986898601055145
566,566,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
567,567,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7972467541694641,0.47202810645103455
568,568,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
569,569,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7965850830078125,0.46963250637054443
570,570,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
571,571,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7902185916900635,0.45837855339050293
572,572,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
573,573,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7869810461997986,0.447439044713974
574,574,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
575,575,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7808564305305481,0.436601459980011
576,576,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
577,577,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7746735215187073,0.4171171486377716
578,578,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
579,579,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7748005390167236,0.4073261320590973
580,580,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
581,581,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7703377604484558,0.40141212940216064
582,582,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
583,583,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7633472084999084,0.39320382475852966
584,584,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
585,585,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7552266716957092,0.41961780190467834
586,586,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
