,benchmark,label,runtime,runtime_label,error,error_label
345,cg,INVALID,3.383586,0, 2.0283176422119E+01,0
346,cg,INVALID,1.227837,1,                 INF,0
347,cg,VALID,3.3306438999999997,0, 1.7129573822021E+01,1
348,cg,INVALID,1.161154,1,                 NAN,0
349,cg,INVALID,1.227434,1, 2.0000646591187E+01,0
350,cg,INVALID,1.166216,1,                 INF,0
351,cg,INVALID,1.166074,1,                -NAN,0
352,cg,INVALID,6.402252,0, 1.9455827713013E+01,0
353,cg,INVALID,1.184407,1,                 INF,0
354,cg,INVALID,1.217273,1,                 INF,0
355,cg,VALID,3.2937956999999995,0, 1.7129573822021E+01,1
356,cg,INVALID,1.201198,1,                 INF,0
357,cg,VALID,1.0788777,1, 1.7129573822021E+01,1
358,cg,INVALID,1.221005,1,                 NAN,0
359,cg,INVALID,1.168042,1, 1.9999948501587E+01,0
360,cg,INVALID,1.190091,1,                 INF,0
361,cg,VALID,1.0375351,1, 1.7130084991455E+01,1
362,cg,INVALID,1.238903,1,                 INF,0
363,cg,INVALID,1.314218,1, 1.3275878429413E+00,0
364,cg,INVALID,1.216649,1,                 INF,0
365,cg,INVALID,5.667397,0, 1.2650092124939E+01,0
366,cg,INVALID,1.303572,1,                -NAN,0
367,cg,INVALID,1.213402,1,                 INF,0
368,cg,INVALID,3.38591,0,                 INF,0
369,cg,INVALID,1.201584,1,                -NAN,0
370,cg,INVALID,1.189069,1,                 INF,0
371,cg,VALID,1.1400284,1, 1.7129573822021E+01,1
372,cg,INVALID,1.233982,1,                 INF,0
373,cg,VALID,3.1439214000000004,0, 1.7129573822021E+01,1
374,cg,INVALID,1.227784,1,                 INF,0
375,cg,VALID,1.142426,1, 1.7129573822021E+01,1
376,cg,INVALID,1.218599,1,                 NAN,0
377,cg,INVALID,1.236007,1, 1.9999948501587E+01,0
378,cg,INVALID,1.195647,1,                 INF,0
379,cg,VALID,1.1049951000000002,1, 1.7129571914673E+01,1
380,cg,INVALID,1.188188,1,                 INF,0
381,cg,VALID,1.1665692,1, 1.7130086898804E+01,1
382,cg,INVALID,1.203121,1,                 INF,0
383,cg,INVALID,1.335542,1, 1.3275717496872E+00,0
384,cg,INVALID,1.198472,1,                 INF,0
385,cg,VALID,1.093431,1, 1.7129568099976E+01,1
386,cg,INVALID,1.237662,1,                 INF,0
387,cg,INVALID,5.667799,0, 1.2650092124939E+01,0
388,cg,INVALID,1.196176,1,                 INF,0
389,cg,INVALID,1.219354,1,                -NAN,0
390,cg,INVALID,3.491418,0,                -NAN,0
391,cg,INVALID,1.192456,1,                 INF,0
392,cg,INVALID,3.292963,0,                 INF,0
393,cg,VALID,1.1491061999999999,1, 1.7129573822021E+01,1
394,cg,INVALID,1.171451,1,                 INF,0
395,cg,VALID,1.0570620000000002,1, 1.7129573822021E+01,1
396,cg,INVALID,1.225195,1,                 INF,0
397,cg,VALID,1.2210554000000002,1, 1.7129573822021E+01,1
398,cg,INVALID,1.244108,1,                 INF,0
399,cg,VALID,3.1676066,0, 1.7129573822021E+01,1
400,cg,INVALID,1.238653,1,                 INF,0
401,cg,VALID,1.1380241999999998,1, 1.7129573822021E+01,1
402,cg,INVALID,1.208482,1,                 INF,0
403,cg,VALID,1.0576133,1, 1.7129573822021E+01,1
404,cg,INVALID,1.221609,1,                 INF,0
405,cg,VALID,1.08256,1, 1.7129573822021E+01,1
406,cg,INVALID,1.221135,1,                 NAN,0
407,cg,INVALID,1.231348,1, 3.6388837890625E+03,0
408,cg,INVALID,1.207974,1,                 INF,0
409,cg,VALID,1.0519771,1, 1.7129575729370E+01,1
410,cg,INVALID,1.206785,1,                 INF,0
411,cg,VALID,1.0278278,1, 1.7129573822021E+01,1
412,cg,INVALID,1.202842,1,                 INF,0
413,cg,VALID,1.0850446999999999,1, 1.7129571914673E+01,1
414,cg,INVALID,1.194003,1,                 INF,0
415,cg,VALID,1.0821314000000002,1, 1.7129573822021E+01,1
416,cg,INVALID,1.244548,1,                 INF,0
417,cg,VALID,1.1060500999999998,1, 1.7130086898804E+01,1
418,cg,INVALID,1.2369,1,                 INF,0
419,cg,VALID,1.097765,1, 1.7129573822021E+01,1
420,cg,INVALID,1.273835,1,                 INF,0
421,cg,INVALID,5.811962,0, 1.3275717496872E+00,0
422,cg,INVALID,1.191987,1,                 INF,0
423,cg,VALID,1.0933943,1, 1.7129568099976E+01,1
424,cg,INVALID,1.220119,1,                 INF,0
425,cg,VALID,1.0558602000000001,1, 1.7129573822021E+01,1
426,cg,INVALID,1.20581,1,                 INF,0
427,cg,INVALID,5.698525,0, 1.2650092124939E+01,0
428,cg,INVALID,1.251196,1,                 INF,0
429,cg,VALID,1.0584041999999998,1, 1.7129573822021E+01,1
430,cg,INVALID,1.217885,1,                 INF,0
431,cg,VALID,1.1208713,1, 1.7129573822021E+01,1
432,cg,INVALID,1.227945,1,                 INF,0
433,cg,INVALID,1.245384,1,                 NAN,0
434,cg,INVALID,1.308233,1,                -NAN,0
435,cg,INVALID,1.239742,1,-2.4588025023007E+32,0
436,cg,INVALID,3.425549,0,                 INF,0
437,cg,INVALID,1.181806,1,                -NAN,0
438,cg,INVALID,3.296008,0,                 INF,0
439,cg,VALID,1.1188052,1, 1.7129573822021E+01,1
440,cg,INVALID,1.164925,1,                 NAN,0
441,cg,INVALID,3.370465,0, 2.0283176422119E+01,0
442,cg,INVALID,1.209086,1,                 INF,0
443,cg,VALID,3.2660937999999993,0, 1.7129573822021E+01,1
444,cg,INVALID,1.189252,1,                 NAN,0
445,cg,INVALID,1.247321,1, 1.9979335784912E+01,0
446,cg,INVALID,1.239689,1,                 INF,0
447,cg,INVALID,1.29212,1,                -NAN,0
448,cg,INVALID,6.418502,0, 1.9575597763062E+01,0
449,cg,INVALID,1.123603,1,                 INF,0
450,cg,INVALID,1.222439,1,                 INF,0
451,cg,VALID,3.2678135,0, 1.7129573822021E+01,1
452,cg,INVALID,1.217819,1,                 INF,0
453,cg,VALID,1.0844607,1, 1.7129573822021E+01,1
454,cg,INVALID,1.227179,1,                 NAN,0
455,cg,INVALID,1.231857,1, 2.0000005722046E+01,0
456,cg,INVALID,1.21441,1,                 INF,0
457,cg,VALID,1.0537055,1, 1.7130086898804E+01,1
458,cg,INVALID,1.212604,1,                 INF,0
459,cg,INVALID,5.839143,0, 1.3275852203369E+00,0
460,cg,INVALID,1.20896,1,                 INF,0
461,cg,INVALID,5.638155,0, 1.2650105476379E+01,0
462,cg,INVALID,3.376543,0,                -NAN,0
463,cg,INVALID,1.194451,1,                 INF,0
464,cg,INVALID,3.324457,0,                 INF,0
465,cg,VALID,1.2072932,1, 1.7129573822021E+01,1
466,cg,INVALID,1.204879,1,                 INF,0
467,cg,VALID,1.2238930000000003,1, 1.7129573822021E+01,1
468,cg,INVALID,1.24836,1,                 INF,0
469,cg,VALID,3.1523693,0, 1.7129573822021E+01,1
470,cg,INVALID,1.250105,1,                 INF,0
471,cg,VALID,1.0866277999999998,1, 1.7129573822021E+01,1
472,cg,INVALID,1.247232,1,                 NAN,0
473,cg,INVALID,1.250185,1, 1.9999948501587E+01,0
474,cg,INVALID,1.225897,1,                 INF,0
475,cg,VALID,1.1774613000000003,1, 1.7129571914673E+01,1
476,cg,INVALID,1.214156,1,                 INF,0
477,cg,VALID,1.0848651999999999,1, 1.7130086898804E+01,1
478,cg,INVALID,1.233555,1,                 INF,0
479,cg,INVALID,5.826871,0, 1.3275852203369E+00,0
480,cg,INVALID,1.198954,1,                 INF,0
481,cg,INVALID,5.67535,0, 1.2650092124939E+01,0
482,cg,INVALID,1.224226,1,                 INF,0
483,cg,VALID,1.1710876999999997,1, 1.7129573822021E+01,1
484,cg,INVALID,1.281856,1,                -NAN,0
485,cg,INVALID,1.209149,1,                 INF,0
486,cg,INVALID,3.399034,0,                 INF,0
487,cg,INVALID,1.194921,1,                -NAN,0
488,cg,INVALID,1.202656,1,                 INF,0
489,cg,VALID,1.0788323,1, 1.7129573822021E+01,1
490,cg,INVALID,1.216172,1,                 INF,0
491,cg,VALID,1.2489528,1, 1.7129573822021E+01,1
492,cg,INVALID,1.208913,1,                 INF,0
493,cg,VALID,3.1669457999999997,0, 1.7129573822021E+01,1
494,cg,INVALID,1.21512,1,                 INF,0
495,cg,VALID,1.0555362000000001,1, 1.7129573822021E+01,1
496,cg,INVALID,1.19523,1,                 INF,0
497,cg,VALID,1.0348274,1, 1.7129573822021E+01,1
498,cg,INVALID,1.243697,1,                 INF,0
499,cg,VALID,1.1151083,1, 1.7129573822021E+01,1
500,cg,INVALID,1.263006,1,                 NAN,0
501,cg,INVALID,1.261597,1, 3.6388837890625E+03,0
502,cg,INVALID,1.248718,1,                 INF,0
503,cg,VALID,1.0598126999999997,1, 1.7129575729370E+01,1
504,cg,INVALID,1.220603,1,                 INF,0
505,cg,VALID,1.0591277,1, 1.7129571914673E+01,1
