,benchmark,label,runtime,runtime_label,error,error_label
0,cg,VALID,1.3796623000000001,0, 1.7130235054030E+01,1
1,cg,INVALID,1.22919,1,                 INF,0
2,cg,INVALID,1.246773,1,                 NAN,0
3,cg,INVALID,3.458552,0, 1.9643390655518E+01,0
4,cg,INVALID,1.260515,1,                 INF,0
5,cg,VALID,3.7407763999999992,0, 1.7130235671997E+01,1
6,cg,INVALID,1.234067,1,                 NAN,0
7,cg,INVALID,1.482456,0, 1.9999999999266E+01,0
8,cg,INVALID,1.247386,1,                 NAN,0
9,cg,INVALID,1.253524,1, 1.3276475971356E+00,0
10,cg,INVALID,8.224178,0, 2.0361274719238E+01,0
11,cg,INVALID,1.195731,1,                 NAN,0
12,cg,INVALID,1.249275,1,                 INF,0
13,cg,VALID,1.1302891000000002,1, 1.7130235671997E+01,1
14,cg,INVALID,1.252845,1,                 INF,0
15,cg,VALID,3.4485325000000002,0, 1.7130235034354E+01,1
16,cg,INVALID,1.250736,1,                 INF,0
17,cg,VALID,1.2884674,1, 1.7130235054030E+01,1
18,cg,INVALID,1.249337,1,                 NAN,0
19,cg,INVALID,1.277844,1, 2.0057244899354E+01,0
20,cg,INVALID,1.247557,1,                 INF,0
21,cg,INVALID,1.293727,1, 1.3276190224449E+00,0
22,cg,INVALID,1.291916,1,                 INF,0
23,cg,INVALID,6.175587,0, 1.2650105652298E+01,0
24,cg,INVALID,6.903716,0, 1.9575597763062E+01,0
25,cg,INVALID,1.455687,0,                 NAN,0
26,cg,INVALID,1.458664,0,                 NAN,0
27,cg,INVALID,3.519322,0, 2.0354372024536E+01,0
28,cg,INVALID,1.311485,1,                 INF,0
29,cg,VALID,3.4831628,0, 1.7130235671997E+01,1
30,cg,INVALID,1.22593,1,                 NAN,0
31,cg,INVALID,1.245063,1, 2.0001340866089E+01,0
32,cg,INVALID,1.394719,1,                 NAN,0
33,cg,INVALID,1.192002,1,                -NAN,0
34,cg,INVALID,6.494013,0, 1.9455827713013E+01,0
35,cg,INVALID,1.461178,0,                 NAN,0
36,cg,INVALID,1.248618,1,                 INF,0
37,cg,VALID,3.5384404000000003,0, 1.7130235671997E+01,1
38,cg,INVALID,1.243617,1,                 INF,0
39,cg,VALID,1.2568173,1, 1.7130235671997E+01,1
40,cg,INVALID,1.44558,1,                 NAN,0
41,cg,INVALID,1.254468,1, 1.9996751785278E+01,0
42,cg,INVALID,1.217898,1,                 INF,0
43,cg,VALID,1.3484867,1, 1.7130744934082E+01,1
44,cg,INVALID,1.291377,1,                -NAN,0
45,cg,INVALID,1.312972,1, 1.3275554180145E+00,0
46,cg,INVALID,1.230722,1,                 INF,0
47,cg,INVALID,5.648451,0, 1.2650092124939E+01,0
48,cg,INVALID,3.448322,0,                -NAN,0
49,cg,INVALID,1.266482,1,                 NAN,0
50,cg,INVALID,3.739707,0,                 INF,0
51,cg,VALID,1.1789110999999999,1, 1.7130235671997E+01,1
52,cg,INVALID,1.263919,1,                 INF,0
53,cg,VALID,1.336659,1, 1.7130235671997E+01,1
54,cg,INVALID,1.279451,1,                 INF,0
55,cg,VALID,3.4280714000000003,0, 1.7130235671997E+01,1
56,cg,INVALID,1.253556,1,                 INF,0
57,cg,VALID,1.1957672000000001,1, 1.7130235671997E+01,1
58,cg,INVALID,1.271458,1,                 INF,0
59,cg,VALID,1.2530845000000002,1, 1.7130235671997E+01,1
60,cg,INVALID,1.260359,1,                 INF,0
61,cg,VALID,1.2103705000000002,1, 1.7130235671997E+01,1
62,cg,INVALID,1.211681,1,                 NAN,0
63,cg,INVALID,1.242673,1, 1.9996751785278E+01,0
64,cg,INVALID,1.245522,1,                 INF,0
65,cg,VALID,1.2126436999999999,1, 1.7130231857300E+01,1
66,cg,INVALID,1.224361,1,                 INF,0
67,cg,VALID,1.1547132,1, 1.7130746841431E+01,1
68,cg,INVALID,1.250689,1,                 INF,0
69,cg,INVALID,1.340687,1, 1.3275024890900E+00,0
70,cg,INVALID,1.210798,1,                 INF,0
71,cg,VALID,1.291019,1, 1.7130233764648E+01,1
72,cg,INVALID,1.267078,1,                 INF,0
73,cg,VALID,1.2758106999999999,1, 1.7129573822021E+01,1
74,cg,INVALID,1.230216,1,                 INF,0
75,cg,INVALID,5.813295,0, 1.2649823188782E+01,0
76,cg,INVALID,1.244244,1,                 INF,0
77,cg,INVALID,1.285239,1,                -NAN,0
78,cg,INVALID,3.553849,0,                -NAN,0
79,cg,INVALID,1.223195,1,                 NAN,0
80,cg,INVALID,3.383574,0,                 INF,0
81,cg,VALID,1.1827752,1, 1.7130235671997E+01,1
82,cg,INVALID,1.240885,1,                 INF,0
83,cg,VALID,1.1732704,1, 1.7130235671997E+01,1
84,cg,INVALID,1.248919,1,                 INF,0
85,cg,VALID,1.2769503,1, 1.7130235671997E+01,1
86,cg,INVALID,1.245797,1,                 INF,0
87,cg,VALID,3.3811853999999997,0, 1.7130235671997E+01,1
88,cg,INVALID,1.263559,1,                 INF,0
89,cg,VALID,1.2194702999999998,1, 1.7130235671997E+01,1
90,cg,INVALID,1.253442,1,                 INF,0
91,cg,VALID,1.1538880999999999,1, 1.7130235671997E+01,1
92,cg,INVALID,1.275094,1,                 INF,0
93,cg,VALID,1.3107934,1, 1.7130235671997E+01,1
94,cg,INVALID,1.287165,1,                 INF,0
95,cg,VALID,1.1834282999999999,1, 1.7130235671997E+01,1
96,cg,INVALID,1.261173,1,                 INF,0
97,cg,VALID,1.0912653,1, 1.7130235671997E+01,1
98,cg,INVALID,1.307957,1,                 INF,0
99,cg,VALID,1.2720063,1, 1.7130235671997E+01,1
100,cg,INVALID,1.299875,1,                 INF,0
101,cg,VALID,1.2178041,1, 1.7130235671997E+01,1
102,cg,INVALID,1.316246,1,                 NAN,0
103,cg,INVALID,1.271722,1, 2.0018228530884E+01,0
104,cg,INVALID,1.260194,1,                 INF,0
105,cg,VALID,1.2130095,1, 1.7130235671997E+01,1
106,cg,INVALID,1.211238,1,                 INF,0
107,cg,VALID,1.2686789,1, 1.7130235671997E+01,1
108,cg,INVALID,1.258788,1,                 INF,0
109,cg,VALID,1.3576802,1, 1.7130231857300E+01,1
110,cg,INVALID,1.252697,1,                 INF,0
111,cg,VALID,1.2082662,1, 1.7130235671997E+01,1
112,cg,INVALID,1.229005,1,                 INF,0
113,cg,VALID,1.1970840999999997,1, 1.7130746841431E+01,1
114,cg,INVALID,1.269382,1,                 INF,0
115,cg,VALID,1.2450205,1, 1.7130235671997E+01,1
116,cg,INVALID,1.23701,1,                 INF,0
117,cg,INVALID,5.929262,0, 1.3275024890900E+00,0
118,cg,INVALID,1.222712,1,                 INF,0
119,cg,VALID,1.2392225,1, 1.7130233764648E+01,1
120,cg,INVALID,1.327899,1,                 INF,0
121,cg,VALID,1.2254958,1, 1.7130235671997E+01,1
122,cg,INVALID,1.245809,1,                 INF,0
123,cg,VALID,1.2777201,1, 1.7129573822021E+01,1
124,cg,INVALID,1.220268,1,                 INF,0
125,cg,VALID,1.1853491999999999,1, 1.7129573822021E+01,1
126,cg,INVALID,1.234932,1,                 INF,0
127,cg,INVALID,5.659462,0, 1.2649823188782E+01,0
128,cg,INVALID,1.260118,1,                 INF,0
129,cg,VALID,1.1508479,1, 1.7130235671997E+01,1
130,cg,INVALID,1.269896,1,                 INF,0
131,cg,VALID,1.2434641999999998,1, 1.7130222320557E+01,1
132,cg,INVALID,1.208902,1,                 INF,0
133,cg,INVALID,1.278541,1,                 NAN,0
134,cg,INVALID,1.330236,1,                -NAN,0
135,cg,INVALID,1.281109,1,-2.4544360556684E+32,0
136,cg,INVALID,3.592838,0,                 INF,0
137,cg,INVALID,1.219499,1,                 NAN,0
138,cg,INVALID,3.403973,0,                 INF,0
139,cg,VALID,1.2920184000000001,1, 1.7130235671997E+01,1
140,cg,INVALID,1.311275,1,                 NAN,0
141,cg,INVALID,3.511586,0, 2.0354372024536E+01,0
142,cg,INVALID,1.304063,1,                 INF,0
143,cg,VALID,3.4356693,0, 1.7130235671997E+01,1
144,cg,INVALID,1.210876,1,                 NAN,0
145,cg,INVALID,1.261408,1, 1.9964313507080E+01,0
146,cg,INVALID,1.236448,1,                -NAN,0
147,cg,INVALID,1.322445,1, 1.3276501893997E+00,0
148,cg,INVALID,7.678883,0, 2.0361274719238E+01,0
149,cg,INVALID,1.318726,1,                 NAN,0
150,cg,INVALID,1.334678,1,                 INF,0
151,cg,VALID,3.3264032,0, 1.7130235671997E+01,1
152,cg,INVALID,1.223913,1,                 INF,0
153,cg,VALID,1.2975728,1, 1.7130235671997E+01,1
154,cg,INVALID,1.268982,1,                 NAN,0
155,cg,INVALID,1.301388,1, 1.9996751785278E+01,0
156,cg,INVALID,1.269104,1,                 INF,0
157,cg,VALID,1.2461647,1, 1.7130744934082E+01,1
158,cg,INVALID,1.274897,1,                 INF,0
159,cg,INVALID,5.971891,0, 1.3275865316391E+00,0
160,cg,INVALID,1.28864,1,                 INF,0
161,cg,INVALID,5.955555,0, 1.2650105476379E+01,0
162,cg,INVALID,6.824865,0, 1.9575597763062E+01,0
163,cg,INVALID,1.281078,1,                 NAN,0
164,cg,INVALID,1.289425,1,                 INF,0
165,cg,VALID,1.4720995000000001,0, 1.7130235671997E+01,1
166,cg,INVALID,1.257288,1,                 INF,0
167,cg,VALID,3.3717301999999996,0, 1.7130235671997E+01,1
168,cg,INVALID,1.271355,1,                 INF,0
169,cg,VALID,1.2041285000000002,1, 1.7130235671997E+01,1
170,cg,INVALID,1.333701,1,                 INF,0
171,cg,VALID,1.1855624,1, 1.7130235671997E+01,1
172,cg,INVALID,1.230327,1,                 NAN,0
173,cg,INVALID,1.254699,1, 2.0018228530884E+01,0
174,cg,INVALID,1.291166,1,                 INF,0
175,cg,VALID,1.1481664999999999,1, 1.7130235671997E+01,1
176,cg,INVALID,1.217774,1,                 INF,0
177,cg,VALID,1.1874388,1, 1.7130231857300E+01,1
178,cg,INVALID,1.236886,1,                 INF,0
179,cg,VALID,1.1930238000000002,1, 1.7130746841431E+01,1
180,cg,INVALID,1.213745,1,                 INF,0
181,cg,INVALID,5.828865,0, 1.3275579214096E+00,0
182,cg,INVALID,1.215531,1,                 INF,0
183,cg,VALID,1.0460706,1, 1.7129573822021E+01,1
184,cg,INVALID,1.209904,1,                 INF,0
185,cg,INVALID,5.57339,0, 1.2650092124939E+01,0
186,cg,INVALID,1.218215,1,                 INF,0
187,cg,VALID,1.1218391,1, 1.7130222320557E+01,1
188,cg,INVALID,1.306917,1,                -NAN,0
189,cg,INVALID,1.254191,1,                 INF,0
190,cg,INVALID,3.477576,0,                 INF,0
191,cg,INVALID,1.232181,1,                 NAN,0
192,cg,INVALID,1.249736,1,                 NAN,0
193,cg,INVALID,3.405241,0, 1.9571214675903E+01,0
194,cg,INVALID,1.2322,1,                 INF,0
195,cg,VALID,3.3388802999999996,0, 1.7129573822021E+01,1
196,cg,INVALID,1.235775,1,                 NAN,0
197,cg,INVALID,1.182323,1, 7.5536187744141E+02,0
198,cg,INVALID,1.213837,1,                 NAN,0
199,cg,INVALID,1.212662,1,                -NAN,0
200,cg,INVALID,6.373364,0, 1.9455827713013E+01,0
201,cg,INVALID,1.206259,1,                 INF,0
202,cg,INVALID,1.232514,1,                 INF,0
203,cg,VALID,3.2357175000000007,0, 1.7129573822021E+01,1
204,cg,INVALID,1.218256,1,                 INF,0
205,cg,VALID,1.1278271,1, 1.7129573822021E+01,1
206,cg,INVALID,1.216125,1,                 NAN,0
207,cg,INVALID,1.250553,1,-1.1359155273438E+04,0
208,cg,INVALID,1.201878,1,                 INF,0
209,cg,VALID,1.0703076999999999,1, 1.7130084991455E+01,1
210,cg,INVALID,1.221847,1,                 INF,0
211,cg,INVALID,1.420348,1,                -NAN,0
212,cg,INVALID,1.315651,1,                -NAN,0
213,cg,INVALID,1.228563,1,                 INF,0
214,cg,INVALID,3.450312,0,                 INF,0
215,cg,INVALID,1.201969,1,                -NAN,0
216,cg,INVALID,1.200132,1,                 INF,0
217,cg,VALID,1.1620183,1, 1.7129573822021E+01,1
218,cg,INVALID,1.232953,1,                 INF,0
219,cg,VALID,3.2040954,0, 1.7129573822021E+01,1
220,cg,INVALID,1.219195,1,                 INF,0
221,cg,VALID,1.0507126999999998,1, 1.7129573822021E+01,1
222,cg,INVALID,1.178112,1,                 INF,0
223,cg,VALID,1.1026361999999998,1, 1.7129573822021E+01,1
224,cg,INVALID,1.245983,1,                 NAN,0
225,cg,INVALID,1.23503,1, 8.3231010437012E+00,0
226,cg,INVALID,1.207074,1,                 INF,0
227,cg,VALID,1.160422,1, 1.7129575729370E+01,1
228,cg,INVALID,1.189744,1,                 INF,0
229,cg,VALID,1.1344020000000001,1, 1.7129571914673E+01,1
230,cg,INVALID,1.21531,1,                 INF,0
231,cg,VALID,1.0761353999999999,1, 1.7130086898804E+01,1
232,cg,INVALID,1.25097,1,                 INF,0
233,cg,INVALID,5.850529,0, 1.3275865316391E+00,0
234,cg,INVALID,1.192405,1,                 INF,0
235,cg,INVALID,5.546503,0, 1.2650092124939E+01,0
236,cg,INVALID,1.201338,1,                 INF,0
237,cg,VALID,1.2257528,1, 1.7129573822021E+01,1
238,cg,INVALID,1.334629,1,                -NAN,0
239,cg,INVALID,1.187622,1,                 INF,0
240,cg,INVALID,3.432397,0,                 INF,0
241,cg,INVALID,1.19731,1,                -NAN,0
242,cg,INVALID,1.2212,1,                 INF,0
243,cg,VALID,1.1567177,1, 1.7129573822021E+01,1
244,cg,INVALID,1.206431,1,                 INF,0
245,cg,VALID,1.2334799,1, 1.7129573822021E+01,1
246,cg,INVALID,1.230711,1,                 INF,0
247,cg,VALID,3.1965202000000006,0, 1.7129573822021E+01,1
248,cg,INVALID,1.226644,1,                 INF,0
249,cg,VALID,1.031626,1, 1.7129573822021E+01,1
250,cg,INVALID,1.230961,1,                 INF,0
251,cg,VALID,1.1337328,1, 1.7129573822021E+01,1
252,cg,INVALID,1.251581,1,                 INF,0
253,cg,VALID,1.0723278,1, 1.7129573822021E+01,1
254,cg,INVALID,1.195977,1,                 INF,0
255,cg,VALID,1.1324874,1, 1.7129573822021E+01,1
256,cg,INVALID,1.215743,1,                 INF,0
257,cg,VALID,1.2166788,1, 1.7129573822021E+01,1
258,cg,INVALID,1.208925,1,                 INF,0
259,cg,VALID,1.0492117,1, 1.7129573822021E+01,1
260,cg,INVALID,1.251009,1,                 NAN,0
261,cg,INVALID,1.272443,1, 8.3231010437012E+00,0
262,cg,INVALID,1.217523,1,                 INF,0
263,cg,VALID,1.1249436,1, 1.7129575729370E+01,1
264,cg,INVALID,1.201271,1,                 INF,0
265,cg,VALID,1.0767299999999997,1, 1.7129573822021E+01,1
266,cg,INVALID,1.221633,1,                 INF,0
267,cg,VALID,1.1287136,1, 1.7129571914673E+01,1
268,cg,INVALID,1.220806,1,                 INF,0
269,cg,VALID,1.136116,1, 1.7129573822021E+01,1
270,cg,INVALID,1.217666,1,                 INF,0
271,cg,VALID,1.1508878,1, 1.7130086898804E+01,1
272,cg,INVALID,1.208241,1,                 INF,0
273,cg,VALID,1.0866305,1, 1.7129573822021E+01,1
274,cg,INVALID,1.204964,1,                 INF,0
275,cg,INVALID,5.849279,0, 1.3275716304779E+00,0
276,cg,INVALID,1.215892,1,                 INF,0
277,cg,VALID,1.1116251999999998,1, 1.7129568099976E+01,1
278,cg,INVALID,1.19422,1,                 INF,0
279,cg,VALID,1.0456195,1, 1.7129573822021E+01,1
280,cg,INVALID,1.238352,1,                 INF,0
281,cg,INVALID,5.563786,0, 1.2650092124939E+01,0
282,cg,INVALID,1.221706,1,                 INF,0
283,cg,VALID,1.1292282,1, 1.7129573822021E+01,1
284,cg,INVALID,1.243468,1,                 INF,0
285,cg,VALID,1.0872977,1, 1.7129573822021E+01,1
286,cg,INVALID,1.213511,1,                 INF,0
287,cg,INVALID,1.223979,1,                -NAN,0
288,cg,INVALID,1.316567,1,                -NAN,0
289,cg,INVALID,1.223544,1,-2.4588117868510E+32,0
290,cg,INVALID,3.458241,0,                 INF,0
291,cg,INVALID,1.217881,1,                -NAN,0
292,cg,INVALID,3.283467,0,                 INF,0
293,cg,VALID,1.1570615,1, 1.7129573822021E+01,1
294,cg,INVALID,1.203683,1,                 NAN,0
295,cg,INVALID,3.389223,0, 1.9876157760620E+01,0
296,cg,INVALID,1.198689,1,                 INF,0
297,cg,VALID,3.2821711000000002,0, 1.7129573822021E+01,1
298,cg,INVALID,1.161601,1,                 NAN,0
299,cg,INVALID,1.247711,1, 1.9999736785889E+01,0
300,cg,INVALID,1.226567,1,                 INF,0
301,cg,INVALID,1.209905,1,                -NAN,0
302,cg,INVALID,6.348216,0, 1.9575597763062E+01,0
303,cg,INVALID,1.219427,1,                 INF,0
304,cg,INVALID,1.228743,1,                 INF,0
305,cg,VALID,3.3380377,0, 1.7129573822021E+01,1
306,cg,INVALID,1.234917,1,                 INF,0
307,cg,VALID,1.0541886000000003,1, 1.7129573822021E+01,1
308,cg,INVALID,1.237263,1,                 NAN,0
309,cg,INVALID,1.209108,1, 1.9998035430908E+01,0
310,cg,INVALID,1.1927,1,                 NAN,0
311,cg,INVALID,1.28468,1, 1.3276402950287E+00,0
312,cg,INVALID,1.22326,1,                 INF,0
313,cg,INVALID,5.625939,0, 1.2650109291077E+01,0
314,cg,INVALID,3.412695,0,                -NAN,0
315,cg,INVALID,1.188492,1,                 INF,0
316,cg,INVALID,3.296106,0,                 INF,0
317,cg,VALID,1.1499859000000001,1, 1.7129573822021E+01,1
318,cg,INVALID,1.196959,1,                 INF,0
319,cg,VALID,1.1319031,1, 1.7129573822021E+01,1
320,cg,INVALID,1.209799,1,                 INF,0
321,cg,VALID,3.1901829,0, 1.7129573822021E+01,1
322,cg,INVALID,1.225077,1,                 INF,0
323,cg,VALID,1.0315286000000001,1, 1.7129573822021E+01,1
324,cg,INVALID,1.214018,1,                 INF,0
325,cg,VALID,1.088749,1, 1.7129573822021E+01,1
326,cg,INVALID,1.216707,1,                 NAN,0
327,cg,INVALID,1.216039,1, 1.9893844604492E+01,0
328,cg,INVALID,1.222144,1,                 INF,0
329,cg,VALID,1.0643824,1, 1.7129571914673E+01,1
330,cg,INVALID,1.184345,1,                 INF,0
331,cg,VALID,1.1347089,1, 1.7130086898804E+01,1
332,cg,INVALID,1.233311,1,                 INF,0
333,cg,INVALID,1.315194,1, 1.3275717496872E+00,0
334,cg,INVALID,1.219629,1,                 INF,0
335,cg,VALID,1.0931456999999998,1, 1.7129568099976E+01,1
336,cg,INVALID,1.238381,1,                 INF,0
337,cg,INVALID,5.675941,0, 1.2650092124939E+01,0
338,cg,INVALID,1.179869,1,                 INF,0
339,cg,INVALID,1.239854,1,                 NAN,0
340,cg,INVALID,3.482445,0,                -NAN,0
341,cg,INVALID,1.20509,1,                 INF,0
342,cg,INVALID,3.266685,0,                 INF,0
343,cg,VALID,1.2398444,1, 1.7129573822021E+01,1
344,cg,INVALID,1.18602,1,                 NAN,0
